0.000000000000000000e+00 0.000000000000000000e+00
1.001001001001001062e-01 9.943410049617201762e-02
2.002002002002002123e-01 1.968848203604929847e-01
3.003003003003003046e-01 2.913987120874189651e-01
4.004004004004004247e-01 3.820611535326745578e-01
5.005005005005005447e-01 4.680050951824090699e-01
6.006006006006006093e-01 5.484192452096749992e-01
7.007007007007007848e-01 6.225556161769613128e-01
8.008008008008008494e-01 6.897363643768749109e-01
9.009009009009009139e-01 7.493598605545367386e-01
1.001001001001001089e+00 8.009059390412632817e-01
1.101101101101101154e+00 8.439402810615823647e-01
1.201201201201201219e+00 8.781178970629128777e-01
1.301301301301301283e+00 9.031856822650512484e-01
1.401401401401401570e+00 9.189840291389971272e-01
1.501501501501501634e+00 9.254474901049762892e-01
1.601601601601601699e+00 9.226044932914519991e-01
1.701701701701701763e+00 9.105761236253048230e-01
1.801801801801801828e+00 8.895739907353364950e-01
1.901901901901902114e+00 8.598972140569128841e-01
2.002002002002002179e+00 8.219285640390712189e-01
2.102102102102102243e+00 7.761298063956261206e-01
2.202202202202202308e+00 7.230363038331563130e-01
2.302302302302302373e+00 6.632509365618854957e-01
2.402402402402402437e+00 5.974374090879046584e-01
2.502502502502502502e+00 5.263130162418634406e-01
2.602602602602602566e+00 4.506409460730121386e-01
2.702702702702703075e+00 3.712222010894277724e-01
2.802802802802803139e+00 2.888872223251365279e-01
2.902902902902903204e+00 2.044873028411490490e-01
3.003003003003003268e+00 1.188858785076693930e-01
3.103103103103103333e+00 3.294978426530526666e-02
3.203203203203203397e+00 -5.245943647059733012e-02
3.303303303303303462e+00 -1.364940830022325358e-01
3.403403403403403527e+00 -2.183286251292905489e-01
3.503503503503503591e+00 -2.971677265755218733e-01
3.603603603603603656e+00 -3.722538869664779315e-01
3.703703703703703720e+00 -4.428746298402519987e-01
3.803803803803804229e+00 -5.083691694289224072e-01
3.903903903903904293e+00 -5.681344948236474179e-01
4.004004004004004358e+00 -6.216308165661488250e-01
4.104104104104104422e+00 -6.683863276238869444e-01
4.204204204204204487e+00 -7.080012380317287635e-01
4.304304304304304551e+00 -7.401510501420632826e-01
4.404404404404404616e+00 -7.645890493383203923e-01
4.504504504504504681e+00 -7.811479931521612130e-01
4.604604604604604745e+00 -7.897409898997483912e-01
4.704704704704704810e+00 -7.903615661349527866e-01
4.804804804804804874e+00 -7.830829303253137308e-01
4.904904904904904939e+00 -7.680564481098132168e-01
5.005005005005005003e+00 -7.455093522181766019e-01
5.105105105105105068e+00 -7.157417175446619817e-01
5.205205205205205132e+00 -6.791227389042135965e-01
5.305305305305305197e+00 -6.360863555889011423e-01
5.405405405405406150e+00 -5.871262729264061786e-01
5.505505505505506214e+00 -5.327904365642062157e-01
5.605605605605606279e+00 -4.736750201135015992e-01
5.705705705705706343e+00 -4.104179910429096578e-01
5.805805805805806408e+00 -3.436923232774823922e-01
5.905905905905906472e+00 -2.741989278050041001e-01
6.006006006006006537e+00 -2.026593746975006438e-01
6.106106106106106601e+00 -1.298084813077977628e-01
6.206206206206206666e+00 -5.638684199281091686e-02
6.306306306306306730e+00 1.686662545131159541e-02
6.406406406406406795e+00 8.922204237281321226e-02
6.506506506506506859e+00 1.599657682456661068e-01
6.606606606606606924e+00 2.284073657847079386e-01
6.706706706706706989e+00 2.938862649660298754e-01
6.806806806806807053e+00 3.557780624005834613e-01
6.906906906906907118e+00 4.135003967835431116e-01
7.007007007007007182e+00 4.665183459659321130e-01
7.107107107107107247e+00 5.143492965147532514e-01
7.207207207207207311e+00 5.565672423852919826e-01
7.307307307307307376e+00 5.928064754625219646e-01
7.407407407407407440e+00 6.227646371726565100e-01
7.507507507507508393e+00 6.462051070533852970e-01
7.607607607607608458e+00 6.629587110330240618e-01
7.707707707707708522e+00 6.729247391344191920e-01
7.807807807807808587e+00 6.760712693183729138e-01
7.907907907907908651e+00 6.724348011434007066e-01
8.008008008008008716e+00 6.621192097745971505e-01
8.108108108108108780e+00 6.452940375568877451e-01
8.208208208208208845e+00 6.221921468119675502e-01
8.308308308308308909e+00 5.931067636617802785e-01
8.408408408408408974e+00 5.583879484661379289e-01
8.508508508508509038e+00 5.184385338338040050e-01
8.608608608608609103e+00 4.737095760755397067e-01
8.708708708708709167e+00 4.246953703698215232e-01
8.808808808808809232e+00 3.719280837682744090e-01
8.908908908908909297e+00 3.159720634452322097e-01
9.009009009009009361e+00 2.574178802673033339e-01
9.109109109109109426e+00 1.968761698037059527e-01
9.209209209209209490e+00 1.349713343022947987e-01
9.309309309309309555e+00 7.233516991196817236e-02
9.409409409409409619e+00 9.600483538436840186e-03
9.509509509509509684e+00 -5.260523681743304453e-02
9.609609609609609748e+00 -1.136660355595451588e-01
9.709709709709709813e+00 -1.729835259399582770e-01
9.809809809809809877e+00 -2.299826909256351137e-01
9.909909909909909942e+00 -2.841173929039350066e-01
1.001001001001001001e+01 -3.348755401035693469e-01
1.011011011011011007e+01 -3.817838615551407133e-01
1.021021021021021014e+01 -4.244122468045828378e-01
1.031031031031031020e+01 -4.623776113755781458e-01
1.041041041041041026e+01 -4.953472541016734065e-01
1.051051051051051033e+01 -5.230416778607501760e-01
1.061061061061061039e+01 -5.452368508868337127e-01
1.071071071071071223e+01 -5.617658916483004861e-01
1.081081081081081230e+01 -5.725201662075865006e-01
1.091091091091091236e+01 -5.774497929552281361e-01
1.101101101101101243e+01 -5.765635555802473000e-01
1.111111111111111249e+01 -5.699282310400263230e-01
1.121121121121121256e+01 -5.576673450676221666e-01
1.131131131131131262e+01 -5.399593733465519740e-01
1.141141141141141269e+01 -5.170354118384066222e-01
1.151151151151151275e+01 -4.891763448160943439e-01
1.161161161161161282e+01 -4.567095438873476909e-01
1.171171171171171288e+01 -4.200051356454249651e-01
1.181181181181181294e+01 -3.794718795170186065e-01
1.191191191191191301e+01 -3.355527008561569047e-01
1.201201201201201307e+01 -2.887199273271110478e-01
1.211211211211211314e+01 -2.394702791039511891e-01
1.221221221221221320e+01 -1.883196653696666278e-01
1.231231231231231327e+01 -1.357978410094459465e-01
1.241241241241241333e+01 -8.244297825210257502e-02
1.251251251251251340e+01 -2.879620831765679692e-02
1.261261261261261346e+01 2.460381211975834481e-02
1.271271271271271353e+01 7.722625563822634043e-02
1.281281281281281359e+01 1.285533472534191035e-01
1.291291291291291365e+01 1.780854052310660851e-01
1.301301301301301372e+01 2.253456510023510440e-01
1.311311311311311378e+01 2.698847424472501921e-01
1.321321321321321385e+01 3.112849880289646487e-01
1.331331331331331391e+01 3.491642028732865888e-01
1.341341341341341398e+01 3.831791718500028865e-01
1.351351351351351404e+01 4.130286889861892186e-01
1.361361361361361411e+01 4.384561470777327830e-01
1.371371371371371417e+01 4.592516561177097945e-01
1.381381381381381424e+01 4.752536740787222658e-01
1.391391391391391430e+01 4.863501386202059851e-01
1.401401401401401436e+01 4.924790933896125433e-01
1.411411411411411443e+01 4.936288076967310090e-01
1.421421421421421449e+01 4.898373934120464623e-01
1.431431431431431456e+01 4.811919279227098167e-01
1.441441441441441462e+01 4.678270968245189509e-01
1.451451451451451469e+01 4.499233746882781992e-01
1.461461461461461475e+01 4.277047666693258310e-01
1.471471471471471482e+01 4.014361378879237052e-01
1.481481481481481488e+01 3.714201613567743032e-01
1.491491491491491495e+01 3.379939187348173224e-01
1.501501501501501679e+01 3.015251913121187455e-01
1.511511511511511685e+01 2.624084813516598946e-01
1.521521521521521692e+01 2.210608062069814028e-01
1.531531531531531698e+01 1.779173094813624456e-01
1.541541541541541704e+01 1.334267348804396291e-01
1.551551551551551711e+01 8.804680932671057891e-02
1.561561561561561717e+01 4.223958234670721623e-02
1.571571571571571724e+01 -3.533231289922348674e-03
1.581581581581581730e+01 -4.881485920057435784e-02
1.591591591591591737e+01 -9.315798376981913875e-02
1.601601601601601743e+01 -1.361291151648265640e-01
1.611611611611611750e+01 -1.773127827025797743e-01
1.621621621621621756e+01 -2.163155045205668592e-01
1.631631631631631763e+01 -2.527694981155194642e-01
1.641641641641641769e+01 -2.863360972754775413e-01
1.651651651651651775e+01 -3.167088442059642350e-01
1.661661661661661782e+01 -3.436162292055106593e-01
1.671671671671671788e+01 -3.668240540409010708e-01
1.681681681681681795e+01 -3.861373991680160378e-01
1.691691691691691801e+01 -4.014021790981383009e-01
1.701701701701701808e+01 -4.125062744789913527e-01
1.711711711711711814e+01 -4.193802338008143504e-01
1.721721721721721821e+01 -4.219975420063775684e-01
1.731731731731731827e+01 -4.203744576361058138e-01
1.741741741741741833e+01 -4.145694244321007638e-01
1.751751751751751840e+01 -4.046820675155639591e-01
1.761761761761761846e+01 -3.908517883000839355e-01
1.771771771771771853e+01 -3.732559761694589917e-01
1.781781781781781859e+01 -3.521078585963826613e-01
1.791791791791791866e+01 -3.276540147731696884e-01
1.801801801801801872e+01 -3.001715809363645349e-01
1.811811811811811879e+01 -2.699651783653115311e-01
1.821821821821821885e+01 -2.373635974957486738e-01
1.831831831831831892e+01 -2.027162736919966290e-01
1.841841841841841898e+01 -1.663895919479191077e-01
1.851851851851851904e+01 -1.287630591240415956e-01
1.861861861861861911e+01 -9.022538326654322427e-02
1.871871871871871917e+01 -5.117050008789932047e-02
1.881881881881881924e+01 -1.199358681742742835e-02
1.891891891891891930e+01 2.691289664435469672e-02
1.901901901901901937e+01 6.516310000406791425e-02
1.911911911911911943e+01 1.023815700788652111e-01
1.921921921921921950e+01 1.382068967441350826e-01
1.931931931931931956e+01 1.722951823247703407e-01
1.941941941941941963e+01 2.043233015410673703e-01
1.951951951951951969e+01 2.339919215395466767e-01
1.961961961961961975e+01 2.610282542384033122e-01
1.971971971971971982e+01 2.851885161671596225e-01
1.981981981981981988e+01 3.062600741484455824e-01
1.991991991991991995e+01 3.240632585228615525e-01
2.002002002002002001e+01 3.384528291202532624e-01
2.012012012012012008e+01 3.493190827959916089e-01
2.022022022022022014e+01 3.565885950417666539e-01
2.032032032032032021e+01 3.602245919093645665e-01
2.042042042042042027e+01 3.602269522152836134e-01
2.052052052052052034e+01 3.566318436866010022e-01
2.062062062062062040e+01 3.495110003277351884e-01
2.072072072072072046e+01 3.389706517982236655e-01
2.082082082082082053e+01 3.251501189593981045e-01
2.092092092092092059e+01 3.082200929406658796e-01
2.102102102102102066e+01 2.883806180638551764e-01
2.112112112112112072e+01 2.658588017189662533e-01
2.122122122122122079e+01 2.409062767814841299e-01
2.132132132132132085e+01 2.137964443778030410e-01
2.142142142142142447e+01 1.848215267219307789e-01
2.152152152152152453e+01 1.542894613473477783e-01
2.162162162162162460e+01 1.225206693298118432e-01
2.172172172172172466e+01 8.984473103067887323e-02
2.182182182182182473e+01 5.659700347987629138e-02
2.192192192192192479e+01 2.311521376067789124e-02
2.202202202202202486e+01 -1.026393734416577129e-02
2.212212212212212492e+01 -4.320812762909170129e-02
2.222222222222222499e+01 -7.539268862632263202e-02
2.232232232232232505e+01 -1.065037717107366749e-01
2.242242242242242511e+01 -1.362413746165636319e-01
2.252252252252252518e+01 -1.643221995315816975e-01
2.262262262262262524e+01 -1.904823159036491131e-01
2.272272272272272531e+01 -2.144796033122464418e-01
2.282282282282282537e+01 -2.360959521995982802e-01
2.292292292292292544e+01 -2.551392028952730318e-01
2.302302302302302550e+01 -2.714448061765991627e-01
2.312312312312312557e+01 -2.848771915550569189e-01
2.322322322322322563e+01 -2.953308325351776120e-01
2.332332332332332570e+01 -3.027310012258035421e-01
2.342342342342342576e+01 -3.070342078617782633e-01
2.352352352352352582e+01 -3.082283239850502898e-01
2.362362362362362589e+01 -3.063323912058065202e-01
2.372372372372372595e+01 -3.013961205851104497e-01
2.382382382382382602e+01 -2.934990907199463983e-01
2.392392392392392608e+01 -2.827496555400287881e-01
2.402402402402402615e+01 -2.692835756150732673e-01
2.412412412412412621e+01 -2.532623893949854099e-01
2.422422422422422628e+01 -2.348715432390391933e-01
2.432432432432432634e+01 -2.143183013111922830e-01
2.442442442442442641e+01 -1.918294584071434106e-01
2.452452452452452647e+01 -1.676488805170462393e-01
2.462462462462462653e+01 -1.420348994010812715e-01
2.472472472472472660e+01 -1.152575886512824110e-01
2.482482482482482666e+01 -8.759594962292474585e-02
2.492492492492492673e+01 -5.933503623618089501e-02
2.502502502502502679e+01 -3.076304797038062130e-02
2.512512512512512686e+01 -2.168420398804443358e-03
2.522522522522522692e+01 2.616305765580420953e-02
2.532532532532532699e+01 5.395107182031499971e-02
2.542542542542542705e+01 8.092352703500553524e-02
2.552552552552552712e+01 1.068191829952423177e-01
2.562562562562562718e+01 1.313901549417778869e-01
2.572572572572572724e+01 1.544042561663898083e-01
2.582582582582582731e+01 1.756471604157038013e-01
2.592592592592592737e+01 1.949243643919498226e-01
2.602602602602602744e+01 2.120629327429749134e-01
2.612612612612612750e+01 2.269130102814061745e-01
2.622622622622622757e+01 2.393490886494391290e-01
2.632632632632632763e+01 2.492710172253071177e-01
2.642642642642642770e+01 2.566047507232779301e-01
2.652652652652652776e+01 2.613028286437422687e-01
2.662662662662662783e+01 2.633445844561074223e-01
2.672672672672672789e+01 2.627360851173510259e-01
2.682682682682682795e+01 2.595098042161161356e-01
2.692692692692692802e+01 2.537240346596398299e-01
2.702702702702702808e+01 2.454620493629549316e-01
2.712712712712712815e+01 2.348310208321470194e-01
2.722722722722722821e+01 2.219607128328012491e-01
2.732732732732732828e+01 2.070019594794810236e-01
2.742742742742742834e+01 1.901249490522780305e-01
2.752752752752752841e+01 1.715173316242190049e-01
2.762762762762762847e+01 1.513821711527692793e-01
2.772772772772772854e+01 1.299357640362413246e-01
